"";"x"
"6965";"BinSchAbkGEOR"
"6966";"BinSchAbkHUN"
"6967";"BinSchFuDVbg2000"
"6968";"BinSchLotsVergV2012"
"6969";"BinSchOWiZustV1974"
"6970";"BinSchUO2018AnhI"
"6971";"BinSchUO2018AnhII"
"6972";"BinSchUO2018AnhIII"
"6973";"BinSchUO2018AnhIV"
"6974";"BinSchUO2018AnhIX"
"6975";"BinSchUO2018AnhV"
"6976";"BinSchUO2018AnhVII"
"6977";"BiokraftNachV"
"6978";"BioStNachV"
"6979";"BITV20"
"6980";"BJagdGÄndG2"
"6981";"BKOrgErl1977"
"6982";"BKOrgErl1981"
"6983";"BKOrgErl1984"
"6984";"BKOrgErl1986"
"6985";"BKOrgErl1987"
"6986";"BKOrgErl1989"
"6987";"BKOrgErl198910"
"6988";"BKOrgErl1991"
"6989";"BKOrgErl199101"
"6990";"BKOrgErl199104"
"6991";"BKOrgErl1993"
"6992";"BKOrgErl1994"
"6993";"BKOrgErl199505"
"6994";"BKOrgErl2001"
"6995";"BKOrgErl2002"
"6996";"BKOrgErl2004"
"6997";"BKOrgErl2005"
"6998";"BKOrgErl2007"
"6999";"BKOrgErl2009"
"7000";"BKOrgErl200910"
"7001";"BKOrgErl2013"
"7002";"BKOrgErl2018"
"7003";"BKOrgErl2021"
"7004";"BKOrgErl199505Bek"
"7005";"BKOrgErl199507Bek"
"7006";"BKWidBVtrAnO"
"7007";"BKWidVtrAnO"
"7008";"BKWidVtrBRKGuaAnO"
"7009";"BlauSchimmelV1978"
"7010";"BlauzungenSchV2006"
"7011";"BLG2000"
"7012";"BlutArmV2010"
"7013";"BMDVWSBesGebV"
"7014";"BMGSErnAnO2003"
"7015";"BMIArbSchGAnwV"
"7016";"BMIErnAnO2005"
"7017";"BMinBFBIBBWidAnO"
"7018";"BMinBFBeihZustAnO2010"
"7019";"BMinFSFJWidBVtrAnO"
"7020";"BMinFSFJWidBVtrAnO2001"
"7021";"BMinFSFJWidBVtrAnO2003"
"7022";"BMinUWidAnO2002"
"7023";"BMinUWidAnO2004"
"7024";"BMinUWidAnO2005"
"7025";"BMinUWidAnO2007"
"7026";"BMinWiTBDGAnO2009"
"7027";"BMJFGErnAnO1976"
"7028";"BMLErnAnO1975"
"7029";"BMLErnAnO1990"
"7030";"BMLErnAnO1991"
"7031";"BMPErnAnO1982"
"7032";"BMPTAmtsbezAnO1991"
"7033";"BMPTWidBVtrAnO"
"7034";"BMPWidBVtrAnO1979"
"7035";"BMPZVersAnO6"
"7036";"BMVgArbSchGAnwV"
"7037";"BMWiTWidAnO1999"
"7038";"BMWiTWidAnO2009"
"7039";"BMWiTWidAnO2010"
"7040";"BNDErnAnO2009"
"7041";"BNetzABGebVFreqZut"
"7042";"BootsbAusbV2011"
"7043";"BPolBG1Abs1V2003"
"7044";"BPräsAmtsbezAnO19580729"
"7045";"BPräsAmtsbezAnO19581006"
"7046";"BPräsAmtsbezAnO19581031"
"7047";"BPräsAmtsbezAnO196106"
"7048";"BPräsAmtsbezAnO196111"
"7049";"BPräsAmtsbezAnO1962"
"7050";"BPräsAmtsbezAnO1965"
"7051";"BPräsAmtsbezAnO1966"
"7052";"BPräsAmtsbezAnO196706"
"7053";"BPräsAmtsbezAnO196710"
"7054";"BPräsAmtsbezAnO1968"
"7055";"BPräsAmtsbezAnO196907"
"7056";"BPräsAmtsbezAnO196908"
"7057";"BPräsAmtsbezAnO196912"
"7058";"BPräsAmtsbezAnO197001"
"7059";"BPräsAmtsbezAnO197002"
"7060";"BPräsAmtsbezAnO19700805"
"7061";"BPräsAmtsbezAnO19700831"
"7062";"BPräsAmtsbezAnO197010"
"7063";"BPräsAmtsbezAnO197102"
"7064";"BPräsAmtsbezAnO197110"
"7065";"BPräsAmtsbezAnO19720201"
"7066";"BPräsAmtsbezAnO19720204"
"7067";"BPräsAmtsbezAnO197308"
"7068";"BPräsAmtsbezAnO197309"
"7069";"BPräsAmtsbezAnO197311"
"7070";"BPräsAmtsbezAnO197403"
"7071";"BPräsAmtsbezAnO197412"
"7072";"BPräsAmtsbezAnO197704"
"7073";"BPräsAmtsbezAnO197706"
"7074";"BPräsAmtsbezAnO197707"
"7075";"BPräsAmtsbezAnO19770802"
"7076";"BPräsAmtsbezAnO197903"
"7077";"BPräsAmtsbezAnO19801022"
"7078";"BPräsAmtsbezAnO1982"
"7079";"BPräsAmtsbezAnO198207"
"7080";"BPräsAmtsbezAnO198501"
"7081";"BPräsAmtsbezAnO1986"
"7082";"BPräsAmtsbezAnO1987"
"7083";"BPräsAmtsbezAnO198708"
"7084";"BPräsAmtsbezAnO1989"
"7085";"BPräsAmtsbezAnO1991"
"7086";"BPräsAmtsbezAnO1995"
"7087";"BPräsAmtsbezAnO199509"
"7088";"BPräsAmtsbezAnO1996"
"7089";"BPräsErnAnO2004"
"7090";"BPräsKldgBAGBSGAnO"
"7091";"BPräsKldgForstAnO2011"
"7092";"BRAO206DV"
"7093";"BRGO1966"
"7094";"BRüGSaar"
"7095";"BSG1999"
"7096";"BSG2000"
"7097";"BSG2002"
"7098";"BSG2003"
"7099";"BSG2004"
"7100";"BSG2007"
"7101";"BSG2013"
"7102";"BSG2014"
"7103";"BSHG72DV2001"
"7104";"BSHG76DV"
"7105";"BSHG88Abs2DV1988"
"7106";"BSIITSiKV"
"7107";"BSIKritisV"
"7108";"BSV1994"
"7109";"BSV1995"
"7110";"BSV1996"
"7111";"BSV1997"
"7112";"BSV1998"
"7113";"BSV1999"
"7114";"BSV2001"
"7115";"BSV2012"
"7116";"BSV2015"
"7117";"BSV2018"
"7118";"BTBRGGOÄndErgBek1990"
"7119";"BTEpiFortbestBek202106"
"7120";"BTEpiFortbestBek202108"
"7121";"BTGO1980"
"7122";"BTGO1980ÄndBek202207"
"7123";"BTGO1980Anl2a"
"7124";"BTGO1980Anl3"
"7125";"BTGO1980Anl4"
"7126";"BTGO1980Anl5"
"7127";"BTGO1980Anl6"
"7128";"BTGO1980Anl7"
"7129";"BTGO1980Anl1ABestBek2013"
"7130";"BTGO1980Anl6Bek1991"
"7131";"BTGO1980Anl6Bek1995"
"7132";"BTGO1980Anl6Bek1998"
"7133";"BTGO1980Anl6Bek2002"
"7134";"BTGO1980Anl6Bek2005"
"7135";"BTGO1980Anl6Bek2010"
"7136";"BTGO1980Anl6Bek2014"
"7137";"BTGO1980Anl6Bek2018"
"7138";"BTGO1980Anl6Bek2022"
"7139";"BTHausO2020"
"7140";"BTHausO2023"
"7141";"BuchhdlAusbV2011"
"7142";"BühnenMPlastAusbV"
"7143";"BürgergeldV"
"7144";"BüsingenVtrCHE"
"7145";"ButtKäseuaPrV"
"7146";"ButtV1997"
"7147";"BVerfGBes19701217"
"7148";"BVerfGBes19781206"
"7149";"BVerfGBes20151124"
"7150";"BVerfGGO2015"
"7151";"BVetrDBAnO1985"
"7152";"BVG15DV"
"7153";"BVG27bV"
"7154";"BVG31Abs5DV"
"7155";"BVwAAufgÜAnO1992"
"7156";"BWahlGÄndG24"
"7157";"BwEhrZErlÄndErl96"
"7158";"BzBlGDV1"
"7159";"BZuschV2022"
"7160";"ChemBioLackAusbV2009"
"7161";"ChemG28Bek"
"7162";"ChemG28Bek94"
"7163";"ChemG28Bek95"
"7164";"ChemG28Bek97"
"7165";"ChemikAusbV2009"
"7166";"ChemIndMeistPrV2004"
"7167";"CIV1980"
"7168";"DBAARE"
"7169";"DBAAUT2002"
"7170";"DBACH1980"
"7171";"DBAEST"
"7172";"DBAFRA"
"7173";"DBAISR1980"
"7174";"DBAKAZ"
"7175";"DBALET"
"7176";"DBAMAN"
"7177";"DBAMUS"
"7178";"DBASAU"
"7179";"DBATaipeh"
"7180";"DBAUSA1980"
"7181";"DBAUSA2008"
"7182";"DBAVEN"
"7183";"DBAVerArabEm"
"7184";"DBAAbkBGR"
"7185";"DBAAbkGBR"
"7186";"DBAAbkMYS"
"7187";"DBAAbkSYR"
"7188";"DBAÄndProtJPN2"
"7189";"DBAÄndProtGIND"
"7190";"DBAÄndProtGNOR"
"7191";"DBAbkTUR"
"7192";"DBAbkGARM"
"7193";"DBAbkGISR2015"
"7194";"DBAbkGJersey2015"
"7195";"DBAbkGTUR"
"7196";"DBAGBOL"
"7197";"DBAGCHN"
"7198";"DBAGFRA2006"
"7199";"DBAGKAZ"
"7200";"DBAGLTU"
"7201";"DBAGMAN"
"7202";"DBAGSAU"
"7203";"DBAGUSA1980"
"7204";"DBAProtCHN"
"7205";"DBAProtKAZ"
"7206";"DBAProtTaipeh"
"7207";"DBAProtVerArabEm"
"7208";"DBARevProtFRA"
"7209";"DBARevProtGFRA"
"7210";"DBAZAbkBEL"
"7211";"DBAZusAbkGFRA2015"
"7212";"DBBankAbkGBR"
"7213";"DBBankAbkGGBR"
"7214";"DBBeamtRAnO1976"
"7215";"DBPBeamtRAnO1985"
"7216";"DBPDirWidBVtrAnO"
"7217";"DBSeeLuftAbkGPAN"
"7218";"DDREErfG"
"7219";"DDRIG"
"7220";"DeMailG"
"7221";"DENLKorpsAbk"
"7222";"DelegationsAnOBEV"
"7223";"DeutschePostAGDiszAnO199511"
"7224";"DeutschePostbankAGZustAnO2006"
"7225";"DEV2012"
"7226";"DEV2020"
"7227";"DiätAssAPrV"
"7228";"DiätenGÄndG2"
"7229";"DienstRÄndG2"
"7230";"DienstRÄndG5"
"7231";"DigPrintMedAusbV2013"
"7232";"DLInfoV"
"7233";"DollBBerAbk2"
"7234";"DonauSchPVAnl1993"
"7235";"DRAGISR1980"
"7236";"DRGEKV2022"
"7237";"DRGEKV2023"
"7238";"DRKSDDSG"
"7239";"DtAVÜG"
"7240";"DVOJuSchG"
"7241";"DWSVV"
"7242";"EAGBehandV"
"7243";"EBeV2022"
"7244";"EBeV2030"
"7245";"ECER110"
"7246";"ECER115"
"7247";"ECER44"
"7248";"ECER54"
"7249";"ECER67"
"7250";"ECER69"
"7251";"ECER70"
"7252";"ECER75"
"7253";"ECER30Rev1"
"7254";"EDLG"
"7255";"EEG2023"
"7256";"EEMDZV"
"7257";"EEMDZVAnlI"
"7258";"EEMDZVAnlII"
"7259";"EFVO"
"7260";"EGEStRG"
"7261";"EGFGV"
"7262";"EGObstGemüseV"
"7263";"EGPKHVV"
"7264";"EGBeitrESPPRTG"
"7265";"EGBeitrVtrESPPRT"
"7266";"EGBes7252003UmsG"
"7267";"EGMRKEV"
"7268";"EGV13332008Bek"
"7269";"EGV13342008Bek"
"7270";"EHKostV2007"
"7271";"EhrZAnerkErl3"
"7272";"EHV2020"
"7273";"EHV2030"
"7274";"EHVV2012"
"7275";"EinglMV2023"
"7276";"ElbeLV"
"7277";"ElekMeistPrV2004"
"7278";"ElektroG2015ÄndG1"
"7279";"EmsLV"
"7280";"EmsDolVtrNLD"
"7281";"EÖlAnrAbkBEL"
"7282";"EÖlBAbkNLD"
"7283";"ERegBGebV"
"7284";"ErgVO6DVBEG"
"7285";"ERPVerwG2007"
"7286";"ERPWiPlanG1962"
"7287";"ERPWiPlanG1964"
"7288";"ERPWiPlanG1965"
"7289";"ERPWiPlanG1966"
"7290";"ERPWiPlanG1967"
"7291";"ERPWiPlanG1968"
"7292";"ERPWiPlanG1969"
"7293";"ERPWiPlanG2022"
"7294";"ERPWiPlanG2023"
"7295";"ErwSchÜbkHaag"
"7296";"ESBiSGDBest4"
"7297";"ESO1959"
"7298";"EStDV1955"
"7299";"EUDBASBG"
"7300";"EUEnergieKBG"
"7301";"EUFahrgRBusBGebV"
"7302";"EUFahrgRBusG"
"7303";"EUFahrgRBusV"
"7304";"EUFahrgRSchG"
"7305";"EUFahrgRSchV"
"7306";"EURhÜbk"
"7307";"EURhÜbkProt"
"7308";"EUTypBV"
"7309";"EUVSchDG"
"7310";"EUEWRHwV"
"7311";"EuAuslfRHiÜbkG"
"7312";"EuAuslfÜbkErgVtrAUT"
"7313";"EuAuslfÜbkErgVtrCHE"
"7314";"EuAuslfÜbkErgVtrITA"
"7315";"EuAuslfÜbkErgVtrNLD"
"7316";"EuAuslfÜbkErgVtrPOL"
"7317";"EuAuslVwZAuskÜbkAG"
"7318";"EUBeitrVtrBGRROM"
"7319";"EUBeitrVtrCZEua"
"7320";"EUBeitrVtrHRV"
"7321";"EUBeitrVtrBGRROMG"
"7322";"EuHSchulEUROCONTROLBeschlG"
"7323";"EuHSchulBeschl893"
"7324";"EuRHiÜbkErgVtrCHE"
"7325";"EuRHiÜbkErgVtrISR"
"7326";"EuRHiÜbkErgVtrPOL"
"7327";"EuRHiÜbkVtrAUT"
"7328";"EuRHiÜbkVtrFRA"
"7329";"EuRHiÜbkVtrITA"
"7330";"EuRHiÜbkVtrNLD"
"7331";"EUrlVDDR"
"7332";"EUROCONTROLBeschl94"
"7333";"EUROCONTROLVorRV2"
"7334";"EUROCONTROLVorRV3"
"7335";"EuromedLuftvAbkGMarok"
"7336";"EuropolAbfrageV"
"7337";"EuSchulVorRV1985"
"7338";"EUStBV1993"
"7339";"EUV3472013ZustBek"
"7340";"EUVtrAmst"
"7341";"EUVtrLiss"
"7342";"EUVtrNizza"
"7343";"EWGRL37191DV1994"
"7344";"EWGV101668DV"
"7345";"EZBPersAbkEIBVersorgAbkV"
"7346";"FachkBüroPrV2012"
"7347";"FahrschAusbO2012"
"7348";"FamBhVbgFRA"
"7349";"FamNamÄndGDV1"
"7350";"FamNamVBR3"
"7351";"FamNamVBY3"
"7352";"FamNamVHE3"
"7353";"FamNamVWB3"
"7354";"FATCAUSAUmsV"
"7355";"FeiertEVDBest1"
"7356";"FerReiseV1985"
"7357";"FeuerbrandV1985"
"7358";"FeuerwEhrKrÄndErl2011"
"7359";"FeV2010AusnV2"
"7360";"FeV2010AusnV3ÄndV1"
"7361";"FFGV1993"
"7362";"FGGRG"
"7363";"FinÄndG1967"
"7364";"FinAusglG1970DV1"
"7365";"FinAusglG1970DV2"
"7366";"FinAusglG2004DV1"
"7367";"FinAusglG2011DV2"
"7368";"FinAusglG2012DV2"
"7369";"FinAusglG2013DV2"
"7370";"FinAusglG2014DV2"
"7371";"FinAusglG2015DV2"
"7372";"FinAusglG2016DV2"
"7373";"FinAusglG2017DV2"
"7374";"FinAusglG2018DV1"
"7375";"FinAusglG2019DV1"
"7376";"FinAusglG2020DV1"
"7377";"FinAusglG2021DV1"
"7378";"FinAusglG2022DV1"
"7379";"FinAusglG2023DV1"
"7380";"FinAusglVtrAUT"
"7381";"FinBerGDDR"
"7382";"FischRDV1998"
"7383";"FischSeuchV2008"
"7384";"FischVermNV1993"
"7385";"FlaggAnO1996"
"7386";"FleiAusbV2005"
"7387";"FlüHGDV2"
"7388";"FlugElekAusbV2013"
"7389";"FlugMechAusbV2013"
"7390";"FluHfSalzbVtrAUT"
"7391";"FluLärmBerlTegelVBE"
"7392";"FluLärmMüV1996"
"7393";"FluthilfeMedErl2013"
"7394";"FluthilfeMedErl2022"
"7395";"FMSASatz2011"
"7396";"FMVtr1965"
"7397";"FMVtr1973"
"7398";"FMVtr1982"
"7399";"FordRglAbkCHE"
"7400";"ForstWiAusbStV2002"
"7401";"ForstWiAusbV1998"
"7402";"FreizügGEU"
"7403";"FRG15V"
"7404";"FRG15VÄndV3"
"7405";"FRG15VÄndV4"
"7406";"FrHfBremhGrV2001"
"7407";"FrHfCuxGrV2001"
"7408";"FrHfDEGDUG"
"7409";"FrHfEmdKielAufhG"
"7410";"FrHfGrDEGV1"
"7411";"FrHfGrDEGV2"
"7412";"FriseurMstrV"
"7413";"FriseurAusbV2008"
"7414";"FrUmrV4"
"7415";"FSAuftragsV"
"7416";"FuttMV1981"
"7417";"FVG19715Abs3DV"
"7418";"FVG19715Abs4DV"
"7419";"FVG19715Abs7S4StVV"
"7420";"FVG5Abs2DV1977"
"7421";"FzgTeilÜbkRgl39"
"7422";"FzgTeilÜbkRgl40"
"7423";"FzgTeilÜbkRgl47"
"7424";"G10"
"7425";"G115"
"7426";"GArtikel29Abs6"
"7427";"GArtikel29Abs7"
"7428";"G21BY"
"7429";"GebrMG6Abs2Bek"
"7430";"GefBeitrV1998"
"7431";"GenfRKAbkZProtI"
"7432";"GenfRKAbkZProtII"
"7433";"GenfRKAbkZProtIII"
"7434";"GerüstbAusbV2000"
"7435";"GesamtBeitrV1998"
"7436";"GesundZAAbkFRA"
"7437";"GewO34cDVÄndV3"
"7438";"GewRSchPrioFrAbkSWE"
"7439";"GGArt91cÄndVtr1"
"7440";"GGAV2002"
"7441";"GKVSolG"
"7442";"GKVBegrG2003"
"7443";"GKVRefG2000"
"7444";"GKVStabG2003"
"7445";"GlAufrG1957"
"7446";"GlAusbV2001"
"7447";"GlPrZHanauV2019"
"7448";"GlPrZMichelstadtV2019"
"7449";"GlPrZRheinbachV2017"
"7450";"GOMEDAS"
"7451";"GOMEDASV"
"7452";"GoetheMedStat2003"
"7453";"GoetheMedStat2008"
"7454";"GrAbfertAUTVtrG1967"
"7455";"GrAbfertVbgPOL"
"7456";"GrAbfertVtrAUT1962"
"7457";"GrAbfertVtrAUT1967"
"7458";"GräbPauschV20192020"
"7459";"GrÄndStVtrBBMV"
"7460";"GrÄndStVtrBBSN"
"7461";"GrÄndStVtrBBST"
"7462";"GrÄndStVtrBRND"
"7463";"GrÄndStVtrBWBY2"
"7464";"GrÄndStVtrBWBY3"
"7465";"GrÄndStVtrBWHE"
"7466";"GrÄndStVtrHEND"
"7467";"GrÄndStVtrHENW"
"7468";"GrÄndStVtrMVND"
"7469";"GrÄndStVtrNWRP"
"7470";"GrÄndStVtrSLRP"
"7471";"GrÄndStVtrSNTH"
"7472";"GrÄndStVtrSNTH2"
"7473";"GrÄndStVtr2NDNW"
"7474";"GrÄndStVtr2NDNWBek"
"7475";"GrÄndStVtr3NDNW"
"7476";"GrÄndStVtr3NDNWBek"
"7477";"GrÄndStVtrBBMVBek"
"7478";"GrÄndStVtrBBSNBek"
"7479";"GrÄndStVtrBBSTInkrBek"
"7480";"GrÄndStVtrBRNDBek"
"7481";"GrÄndStVtrBWBY2Bek"
"7482";"GrÄndStVtrBWBY3Bek"
"7483";"GrÄndStVtrBWHEBek"
"7484";"GrÄndStVtrHENDBek"
"7485";"GrÄndStVtrHENWBek"
"7486";"GrÄndStVtrMVNDBek"
"7487";"GrÄndStVtrNWRPBek"
"7488";"GrÄndStVtrSLRPBek"
"7489";"GrÄndStVtrSNTH2Bek"
"7490";"GrÄndStVtrSNTHBek"
"7491";"GrBerichtVtrNLD1"
"7492";"GrBerichtVtrNLD2"
"7493";"GrBerKrACMalVtrBEL"
"7494";"GrBerKrACMalVtrBELG"
"7495";"GrBrückAbkCES"
"7496";"GrBrückAbkLUX"
"7497";"GrBrückPerlAbkLUX"
"7498";"GrenzAV2014"
"7499";"GrenzgAbkNLD"
"7500";"GrenzgAbkNLDV1"
"7501";"GrenzgAbkNLDV2"
"7502";"GrenzgSteinKVtrNLD"
"7503";"GrenzVerkAUTVtrG1"
"7504";"GrenzVerkAUTVtrG2"
"7505";"GrenzVerkVtrAUT1"
"7506";"GrenzVerkVtrAUT2"
"7507";"GrenzVtrBEL"
"7508";"GrenzVtrNLD"
"7509";"GrenzVtrPOL"
"7510";"GrVerkAbkCHE"
"7511";"GSAFleisch"
"7512";"GüKGÄndG4"
"7513";"GüKG6aV"
"7514";"GüKKostV1998"
"7515";"GwGMeldVImmobilien"
"7516";"GZKtgRindFlV1989"
"7517";"HAGDV1"
"7518";"Haushaltsgesetz2023"
"7519";"HBegleitG1984"
"7520";"HBeglG1991"
"7521";"HdlKlSchafFlV1993"
"7522";"HeilprGDV1"
"7523";"HeimGÄndG1"
"7524";"HeimGÄndG2"
"7525";"HG2022"
"7526";"HHG3V"
"7527";"HochschulAbkFRA"
"7528";"HöfeOÄndG2"
"7529";"HolzbearbMechAusbV200407"
"7530";"HolzSpielzMAusbV1996"
"7531";"HopfV2023"
"7532";"HufBeschlAnerkennV"
"7533";"HWeizSaatV2015"
"7534";"HwO16V"
"7535";"HwO5aAbs2V"
"7536";"HypBkGÄndG5"
"7537";"HZvV2"
"7538";"HZvV3"
"7539";"HZvV4"
"7540";"HZvV5"
"7541";"HZvV6"
"7542";"HZvV7"
"7543";"HZvV8"
"7544";"IAEOBenIAEOHiLÜbkG"
"7545";"IAmInvGesÜbkUSAua"
"7546";"IAmInvGesÜbkUSAuaG"
"7547";"IAOÜbk118"
"7548";"IAOÜbk121"
"7549";"IAOÜbk126"
"7550";"IAOÜbk87"
"7551";"IBRDIFCAbkÄndG"
"7552";"IGVDG"
"7553";"IIBV"
"7554";"IMFIBRDBeitrAbkG"
"7555";"IMISZustV"
"7556";"IndBkGDV1"
"7557";"IndElAusbV2007"
"7558";"IndFachwirtPrV2010"
"7559";"IndKfmAusbV2002"
"7560";"IndMetAusbV2007"
"7561";"IndMetMeistV1997"
"7562";"INFVtrNotW"
"7563";"INFVtrNotWV"
"7564";"InsoGeldFestV2016"
"7565";"InsoGeldFestV2017"
"7566";"InsoGeldFestV2018"
"7567";"InsoGeldFestV2019"
"7568";"InsoGeldFestV2020"
"7569";"InsoGeldFestV2022"
"7570";"InsoGeldFestV2023"
"7571";"IntKakaoÜbk1980"
"7572";"IntKakaoÜbk1986"
"7573";"IntKonnBek198610"
"7574";"IntKonnBek1990"
"7575";"IntKonnBek1992"
"7576";"IntKonnBek1994"
"7577";"IntKonnBek1996"
"7578";"IntKonnBek1999"
"7579";"IntKonnBek199911"
"7580";"IntKonnBek2001"
"7581";"IntKonnBek2009"
"7582";"IntMeerSchÜbk1973"
"7583";"IntMeerSchÜbk1973AnlI"
"7584";"IntMeerSchÜbk1973AnlII"
"7585";"IntMeerSchÜbk1973AnlIII"
"7586";"IntMeerSchÜbk1973AnlIV"
"7587";"IntMeerSchÜbk1973AnlV"
"7588";"IntMeerSchÜbk1973Prot1"
"7589";"IntPatÜbkGArtII2V"
"7590";"InvZulG1996"
"7591";"InvZulG1999"
"7592";"InvZulG2005"
"7593";"InvZulG2007"
"7594";"InvZulG2010"
"7595";"ISAusbV1997"
"7596";"ITFortbV"
"7597";"ITNetzG"
"7598";"ITSiVPV"
"7599";"IVDAMGV"
"7600";"JagdzeitV1977"
"7601";"JAOÜbk99"
"7602";"JohOrdenNFErl1994"
"7603";"JubVAAnO196311"
"7604";"JubVAAnO196311ÄndAnO"
"7605";"JubVÄndV4"
"7606";"KaffeeÜbk1983"
"7607";"KaffeeÜbk2001"
"7608";"KaffeeV2001"
"7609";"KAGGGewOErgG"
"7610";"KakaoV2003"
"7611";"KanalStTO2010"
"7612";"KapErhStG8Abs1DV"
"7613";"KartKrebsKartZystV"
"7614";"KartRingfV2001"
"7615";"KatHiLAbkBEL"
"7616";"KatHiLAbkCHE"
"7617";"KatHiLAbkDNK"
"7618";"KatHiLAbkFRA"
"7619";"KatHiLAbkLIT"
"7620";"KatHiLAbkLUX"
"7621";"KatHiLAbkPOL"
"7622";"KatHiLAbkRussFö"
"7623";"KFVO"
"7624";"KfzAbkGBR"
"7625";"KfzHPflÜbkStraßburg"
"7626";"KfzMechaAusbV2013"
"7627";"KfzStBefrAbkDDR"
"7628";"KGAbkÄndAbkNLD"
"7629";"KgfAbkGenf"
"7630";"KiEntfÜbkHaag"
"7631";"KiSchMaßnÜbkHaag"
"7632";"KiSchÜbkHaag"
"7633";"KKAltRückV"
"7634";"KlFzKVBinSch"
"7635";"KNVV"
"7636";"KOFV1919"
"7637";"KondAusbV2003"
"7638";"KonjAusglRFrV2"
"7639";"KonjAusglRV1969"
"7640";"KonjAusglRV1970"
"7641";"KonjV1"
"7642";"KonjV2"
"7643";"KonjV3"
"7644";"KonkRVtrAUT"
"7645";"KONSENSG"
"7646";"KonsÜbkWien"
"7647";"KosmetikV2014"
"7648";"KOVVtrAUT"
"7649";"KOVVtrESP"
"7650";"KOVVtrZVtrAUT"
"7651";"KraftStG2002"
"7652";"KredAufnBegrV1971"
"7653";"KredAufnBegrV1973"
"7654";"KredFinG1967"
"7655";"KredWGÄndG2"
"7656";"KredWGÄndG3"
"7657";"KrimBekAbkUSA"
"7658";"KrProblAbkHND"
"7659";"KrWAbfMeistPrV"
"7660";"KrWaffGenV2"
"7661";"KrWaffKontrGDV1"
"7662";"KrWaffKontrGDV2"
"7663";"KrWaffKontrGDV3"
"7664";"KStDV1994"
"7665";"KStoffIndMeistPrV2014"
"7666";"KStoffVerfMAusbV2012"
"7667";"KultgSchKonvProt2"
"7668";"KVPVPauschBeitrV"
"7669";"KVLG1989"
"7670";"KWKG2023"
"7671";"LAEGSaar"
"7672";"LAEinfDVSaar"
"7673";"LAAbkCHE"
"7674";"LAAbkSWE"
"7675";"LandBauMTAusbV2008"
"7676";"LAPgbautDV"
"7677";"LAPgehDAAV2004"
"7678";"LAPgehDEUKV"
"7679";"LAPhADV2004"
"7680";"LAPhDBiblV"
"7681";"LAPhDEUKV"
"7682";"LAPhtVerwDV"
"7683";"LAPmDAAV2004"
"7684";"LAPmftDBwV"
"7685";"LAPmtDBWVV"
"7686";"LEBPAbkGPOL"
"7687";"LehrErzVDBest1"
"7688";"LetztwillVfgÜbkHaag"
"7689";"LeukoseV1976"
"7690";"LFGGBW"
"7691";"LFZKVRÄndG"
"7692";"LJGNRW"
"7693";"LkwMautV"
"7694";"LMG197425AnwG"
"7695";"LMRStV2006"
"7696";"LMTAusbV2000"
"7697";"LohnUGAÜV5"
"7698";"LorbBlErl2013"
"7699";"LStrkrAbkGenf"
"7700";"LSVAAbkBüs"
"7701";"LuftPersVDV32017"
"7702";"LuftRÄndV2001"
"7703";"LuftVGÄndG10"
"7704";"LuftVGÄndG11"
"7705";"LuftVODV106"
"7706";"LuftVODV1112021"
"7707";"LuftVODV113"
"7708";"LuftVODV119"
"7709";"LuftVODV128"
"7710";"LuftVODV129"
"7711";"LuftVODV130"
"7712";"LuftVODV131"
"7713";"LuftVODV133"
"7714";"LuftVODV134"
"7715";"LuftVODV135"
"7716";"LuftVODV136"
"7717";"LuftVODV139"
"7718";"LuftVODV140"
"7719";"LuftVODV141"
"7720";"LuftVODV143"
"7721";"LuftVODV144"
"7722";"LuftVODV145"
"7723";"LuftVODV146"
"7724";"LuftVODV148"
"7725";"LuftVODV154"
"7726";"LuftVODV155"
"7727";"LuftVODV156"
"7728";"LuftVODV157"
"7729";"LuftVODV158"
"7730";"LuftVODV159"
"7731";"LuftVODV160"
"7732";"LuftVODV161"
"7733";"LuftVODV162"
"7734";"LuftVODV163"
"7735";"LuftVODV164"
"7736";"LuftVODV165"
"7737";"LuftVODV166"
"7738";"LuftVODV173"
"7739";"LuftVODV1742022"
"7740";"LuftVODV176"
"7741";"LuftVODV178"
"7742";"LuftVODV179"
"7743";"LuftVODV180"
"7744";"LuftVODV181"
"7745";"LuftVODV182"
"7746";"LuftVODV183"
"7747";"LuftVODV184"
"7748";"LuftVODV186"
"7749";"LuftVODV187"
"7750";"LuftVODV189"
"7751";"LuftVODV190"
"7752";"LuftVODV191"
"7753";"LuftVODV192"
"7754";"LuftVODV193"
"7755";"LuftVODV194"
"7756";"LuftVODV195"
"7757";"LuftVODV196"
"7758";"LuftVODV197"
"7759";"LuftVODV198"
"7760";"LuftVODV201"
"7761";"LuftVODV202"
"7762";"LuftVODV203"
"7763";"LuftVODV205"
"7764";"LuftVODV206"
"7765";"LuftVODV211"
"7766";"LuftVODV212"
"7767";"LuftVODV214"
"7768";"LuftVODV215"
"7769";"LuftVODV217"
"7770";"LuftVODV218"
"7771";"LuftVODV220"
"7772";"LuftVODV222"
"7773";"LuftVODV223"
"7774";"LuftVODV224"
"7775";"LuftVODV225"
"7776";"LuftVODV226"
"7777";"LuftVODV227"
"7778";"LuftVODV228"
"7779";"LuftVODV230"
"7780";"LuftVODV2312021"
"7781";"LuftVODV232"
"7782";"LuftVODV233"
"7783";"LuftVODV234"
